,Customer_ID,Name,Age,Gender,Email,Phone,Salary,Purchase_History,Signup_Date,Membership_Level,Feedback
5803,7349,Eve,25.0,Male,user4926@gmail.com,+234803395707,70000.0,2,2030-11-21,Platinum,Excellent
5807,1364,Charlie,30.0,Female,user770@gmail.com,+234803846005,404993.47896967723,12,2030-11-25,Platinum,Poor
5808,8467,Alice,25.0,Female,user2456@gmail.com,+234807910502,30000.0,16,2030-11-26,Silver,Good
5812,9737,Bob,30.0,Male,user925@gmail.com,+234807162552,404993.47896967723,7,2030-11-30,Gold,Bad
5816,5137,Alice,25.0,Male,user2261@gmail.com,Invalid,70000.0,16,2030-12-04,Silver,Average
5826,4149,Frank,60.0,Female,user1918@gmail.com,+234806591929,404993.47896967723,11,2030-12-14,Gold,Average
5834,4516,David,22.0,Female,user4936@gmail.com,+234808395470,150000.0,0,2030-12-22,Gold,Bad
5837,4555,Charlie,25.0,Male,user3651@gmail.com,+234806625267,70000.0,0,2030-12-25,Bronze,Poor
5839,7752,David,35.0,Female,user2009@gmail.com,+234804253514,100000.0,7,2030-12-27,Gold,Excellent
5846,7238,Bob,30.0,Female,user413@gmail.com,+234803779340,404993.47896967723,16,2031-01-03,VIP,Excellent
5847,1261,Grace,18.0,Male,user306@gmail.com,+234806162895,100000.0,8,2031-01-04,Silver,Average
5849,5025,Frank,22.0,Male,user398@gmail.com,+234805096821,100000.0,2,2031-01-06,Bronze,Bad
5850,9283,Hannah,30.0,Female,user4450@gmail.com,+234803763717,100000.0,6,2031-01-07,Platinum,Poor
5854,6011,Eve,35.0,Female,user4502@gmail.com,+234801950404,150000.0,18,2031-01-11,Silver,Poor
5856,9347,Frank,30.0,Female,user1914@gmail.com,+234805133113,30000.0,1,2031-01-13,Silver,Bad
5857,2812,Hannah,30.0,Female,user795@gmail.com,+234802891960,1000000.0,8,2031-01-14,VIP,Poor
5865,1551,Bob,30.0,Female,user618@gmail.com,+234806212766,1000000.0,3,2031-01-22,VIP,Bad
5869,7099,Eve,30.0,Male,user4014@gmail.com,+234809417748,70000.0,19,2031-01-26,Platinum,Bad
5870,6555,Grace,22.0,Female,user4753@gmail.com,+234806962530,30000.0,8,2031-01-27,Gold,Poor
5878,3248,Charlie,25.0,Male,user3139@gmail.com,+234808137595,1000000.0,0,2031-02-04,VIP,Good
5879,1848,David,18.0,Male,user1449@gmail.com,+234804245248,100000.0,8,2031-02-05,Silver,Excellent
5889,1574,Bob,18.0,Female,user4215@gmail.com,+234802088768,50000.0,12,2031-02-15,Platinum,Good
5890,6585,Charlie,18.0,Male,user1146@gmail.com,+234801740229,70000.0,9,2031-02-16,Bronze,Poor
5891,6492,Grace,18.0,Female,user2707@gmail.com,+234804838796,30000.0,12,2031-02-17,Gold,Excellent
5893,3810,Bob,50.0,Female,user4771@gmail.com,+234804963858,100000.0,9,2031-02-19,VIP,Poor
5909,2860,Eve,30.0,Female,user2967@gmail.com,+234805880120,70000.0,8,2031-03-07,Silver,Good
5912,9971,Charlie,25.0,Male,user4564@gmail.com,+234808023786,50000.0,8,2031-03-10,Silver,Poor
5915,1343,Charlie,25.0,Male,user1044@gmail.com,Invalid,1000000.0,6,2031-03-13,Gold,Average
5918,5736,Charlie,60.0,Male,user4622@gmail.com,+234807314186,30000.0,14,2031-03-16,Silver,Good
5921,6819,Bob,30.0,Female,user509@gmail.com,+234805992691,70000.0,5,2031-03-19,Silver,Poor
5924,2749,Grace,25.0,Male,user4203@gmail.com,+234808066246,150000.0,15,2031-03-22,Gold,Excellent
5927,4392,Bob,30.0,Male,user2180@gmail.com,+234806667001,50000.0,10,2031-03-25,VIP,Bad
5929,7784,Grace,30.0,Male,user1606@gmail.com,+234802041392,70000.0,12,2031-03-27,Platinum,Excellent
5945,2425,Hannah,30.0,Female,user4375@gmail.com,+234802292002,70000.0,5,2031-04-12,Bronze,Good
5948,7856,Alice,22.0,Female,user175@gmail.com,+234806098788,70000.0,10,2031-04-15,Platinum,Excellent
5953,6517,Bob,50.0,Male,user2025@gmail.com,+234809439297,1000000.0,4,2031-04-20,Silver,Good
5955,4539,Bob,30.0,Female,user1499@gmail.com,+234809730970,404993.47896967723,4,2031-04-22,VIP,Excellent
5964,5163,Eve,40.0,Male,user4489@gmail.com,+234803286797,50000.0,18,2031-05-01,Gold,Average
5965,8630,Frank,25.0,Female,user861@gmail.com,+234806410970,100000.0,6,2031-05-02,Bronze,Bad
5977,6315,Charlie,22.0,Male,user32@gmail.com,+234801870414,100000.0,5,2031-05-14,Silver,Average
5981,8419,Bob,18.0,Female,user1379@gmail.com,+234803035987,1000000.0,6,2031-05-18,Bronze,Bad
5990,3603,Bob,18.0,Male,user634@gmail.com,+234808481477,50000.0,7,2031-05-27,Gold,Average
5994,9177,Bob,40.0,Female,user3168@gmail.com,+234807448093,30000.0,6,2031-05-31,Silver,Average
5999,1508,David,50.0,Female,user1190@gmail.com,Invalid,50000.0,16,2031-06-05,Silver,Good
6003,6495,Eve,35.0,Male,user2316@gmail.com,+234808227234,150000.0,17,2031-06-09,Silver,Good
6005,8398,Alice,35.0,Male,user3965@gmail.com,+234807029945,30000.0,4,2031-06-11,Bronze,Excellent
6013,1151,Grace,40.0,Male,user1606@gmail.com,+234806369467,30000.0,16,2031-06-19,Silver,Average
6025,6360,Charlie,60.0,Female,user2192@gmail.com,+234801887001,150000.0,18,2031-07-01,Gold,Bad
6027,2872,Frank,30.0,Female,user4373@gmail.com,+234801371348,100000.0,11,2031-07-03,Platinum,Bad
6031,9257,Frank,40.0,Female,user4096@gmail.com,+234801517010,1000000.0,9,2031-07-07,Bronze,Average
6036,9919,Bob,35.0,Male,user4379@gmail.com,Invalid,1000000.0,8,2031-07-12,Platinum,Poor
6038,9684,David,22.0,Male,user4702@gmail.com,+234805480111,30000.0,6,2031-07-14,VIP,Bad
6056,6235,Frank,40.0,Female,user2363@gmail.com,+234802344778,100000.0,12,2031-08-01,Bronze,Poor
6058,3590,Charlie,30.0,Male,user782@gmail.com,+234801353000,70000.0,10,2031-08-03,Gold,Bad
6065,7559,Charlie,35.0,Female,user3759@gmail.com,+234801424238,70000.0,2,2031-08-10,Bronze,Poor
6069,2574,Bob,25.0,Male,user4884@gmail.com,+234805546741,150000.0,9,2031-08-14,Platinum,Average
6072,4990,Bob,22.0,Male,user73@gmail.com,+234802238569,50000.0,1,2031-08-17,Bronze,Poor
6074,5845,Eve,30.0,Male,user316@gmail.com,Invalid,30000.0,17,2031-08-19,Gold,Bad
6078,2875,Alice,35.0,Male,user3990@gmail.com,+234801607815,404993.47896967723,18,2031-08-23,VIP,Bad
6083,6408,Alice,25.0,Male,user1804@gmail.com,+234803553921,404993.47896967723,16,2031-08-28,Gold,Good
6084,4861,Alice,35.0,Female,user1433@gmail.com,+234803850845,30000.0,17,2031-08-29,VIP,Poor
6085,8406,Hannah,40.0,Female,user2466@gmail.com,+234808835881,70000.0,15,2031-08-30,Silver,Poor
6086,3833,Frank,18.0,Male,user4760@gmail.com,+234807977040,100000.0,13,2031-08-31,Bronze,Excellent
6090,3735,Grace,35.0,Female,user4308@gmail.com,+234806363730,100000.0,18,2031-09-04,Silver,Bad
6091,9273,Grace,18.0,Male,user3344@gmail.com,+234801756602,70000.0,8,2031-09-05,VIP,Bad
6092,9278,Grace,25.0,Male,user4904@gmail.com,+234803133872,404993.47896967723,2,2031-09-06,VIP,Bad
6098,2932,David,60.0,Male,user1044@gmail.com,+234806381062,100000.0,16,2031-09-12,VIP,Bad
6104,8959,Frank,35.0,Female,user204@gmail.com,+234802227029,30000.0,4,2031-09-18,Gold,Excellent
6107,7636,Frank,30.0,Male,user3398@gmail.com,+234806984428,30000.0,18,2031-09-21,Bronze,Bad
6109,9089,Alice,30.0,Male,user3263@gmail.com,Invalid,30000.0,9,2031-09-23,VIP,Poor
6111,4258,Charlie,50.0,Female,user2460@gmail.com,+234804271224,404993.47896967723,2,2031-09-25,VIP,Average
6113,5566,David,40.0,Male,user92@gmail.com,+234806758339,50000.0,12,2031-09-27,Platinum,Poor
6114,7881,Frank,22.0,Male,user4141@gmail.com,+234809644313,100000.0,6,2031-09-28,VIP,Bad
6116,7030,David,35.0,Male,user113@gmail.com,+234805319825,100000.0,2,2031-09-30,Gold,Average
6119,1350,Hannah,22.0,Female,user2326@gmail.com,+234803762496,404993.47896967723,18,2031-10-03,Silver,Good
6122,8743,David,18.0,Male,user1330@gmail.com,+234802013246,150000.0,6,2031-10-06,VIP,Good
6126,3226,Bob,25.0,Female,user4352@gmail.com,+234802845918,70000.0,8,2031-10-10,Bronze,Bad
6131,7240,Frank,40.0,Male,user4314@gmail.com,+234805698919,150000.0,18,2031-10-15,Bronze,Good
6134,8718,Alice,18.0,Female,user4331@gmail.com,+234803448721,100000.0,1,2031-10-18,Silver,Poor
6141,9638,Grace,25.0,Female,user1167@gmail.com,Invalid,100000.0,1,2031-10-25,Platinum,Bad
6142,3658,Grace,50.0,Female,user1344@gmail.com,+234801423162,30000.0,19,2031-10-26,Platinum,Average
6149,2074,Frank,22.0,Female,user2010@gmail.com,+234801559081,100000.0,12,2031-11-02,Gold,Good
6150,5305,Frank,60.0,Female,user423@gmail.com,+234804326377,30000.0,11,2031-11-03,Gold,Average
6151,4007,Charlie,50.0,Female,user4165@gmail.com,+234802011118,50000.0,15,2031-11-04,Gold,Good
6154,3824,Eve,40.0,Female,user84@gmail.com,+234805005550,30000.0,3,2031-11-07,Silver,Average
6156,1229,Charlie,30.0,Male,user2187@gmail.com,+234804756736,1000000.0,13,2031-11-09,Platinum,Bad
6157,5284,Charlie,60.0,Female,user3035@gmail.com,+234806852634,70000.0,7,2031-11-10,Platinum,Bad
6159,1501,Eve,40.0,Male,user2843@gmail.com,+234804198429,150000.0,15,2031-11-12,Platinum,Poor
6165,1969,Grace,18.0,Male,user3989@gmail.com,+234806408949,70000.0,6,2031-11-18,VIP,Average
6176,5958,David,30.0,Male,user4286@gmail.com,+234808579620,50000.0,6,2031-11-29,Platinum,Poor
6179,1148,Hannah,25.0,Female,user1940@gmail.com,+234803132581,30000.0,14,2031-12-02,Bronze,Excellent
6187,3823,Hannah,30.0,Female,user1707@gmail.com,+234804477267,150000.0,4,2031-12-10,Gold,Good
6188,6728,Hannah,30.0,Female,user3560@gmail.com,+234808834912,1000000.0,11,2031-12-11,VIP,Bad
6190,9391,Eve,60.0,Female,user3532@gmail.com,+234806831877,1000000.0,4,2031-12-13,VIP,Excellent
6191,2982,Eve,30.0,Male,user1103@gmail.com,+234807373445,1000000.0,9,2031-12-14,VIP,Good
6192,7996,Eve,22.0,Female,user2362@gmail.com,+234801549124,70000.0,10,2031-12-15,VIP,Excellent
6196,9175,Alice,30.0,Female,user2133@gmail.com,+234802940444,404993.47896967723,1,2031-12-19,Silver,Bad
6200,8532,Alice,35.0,Female,user3057@gmail.com,+234803967479,1000000.0,17,2031-12-23,Platinum,Bad
6201,9740,Bob,40.0,Male,user1478@gmail.com,+234803720624,150000.0,15,2031-12-24,Gold,Average
6205,5709,David,25.0,Female,user4886@gmail.com,+234806927486,150000.0,6,2031-12-28,Gold,Excellent
6207,7575,Grace,40.0,Male,user2285@gmail.com,+234807381347,1000000.0,1,2031-12-30,Silver,Average
6212,5698,Charlie,35.0,Female,user3595@gmail.com,+234804127794,50000.0,2,2032-01-04,Silver,Good
6217,7058,Eve,25.0,Male,user2433@gmail.com,Invalid,150000.0,0,2032-01-09,Bronze,Good
6219,1726,Bob,18.0,Female,user3643@gmail.com,+234801070334,50000.0,18,2032-01-11,Gold,Excellent
6221,1282,Grace,25.0,Male,user4434@gmail.com,+234804214964,70000.0,3,2032-01-13,Gold,Bad
6222,2081,Bob,22.0,Female,user267@gmail.com,+234805567867,30000.0,9,2032-01-14,Platinum,Bad
6228,5760,Grace,60.0,Male,user26@gmail.com,+234804940704,50000.0,14,2032-01-20,Platinum,Good
6230,9828,Frank,60.0,Male,user1704@gmail.com,Invalid,404993.47896967723,7,2032-01-22,Platinum,Average
6231,9505,Bob,30.0,Male,user1467@gmail.com,+234808138647,100000.0,19,2032-01-23,Gold,Bad
6244,7966,Alice,22.0,Female,user2562@gmail.com,+234805437767,1000000.0,11,2032-02-05,Gold,Average
6245,6335,Frank,30.0,Male,user1479@gmail.com,Invalid,150000.0,6,2032-02-06,Gold,Average
6249,3892,Alice,30.0,Female,user4496@gmail.com,+234807216358,30000.0,3,2032-02-10,Gold,Bad
6253,7683,Frank,22.0,Male,user3567@gmail.com,+234803209565,404993.47896967723,5,2032-02-14,Silver,Good
6270,3208,Hannah,18.0,Male,user725@gmail.com,+234802348346,50000.0,4,2032-03-02,Bronze,Bad
6271,6988,Frank,60.0,Male,user4842@gmail.com,+234808004142,50000.0,2,2032-03-03,Bronze,Bad
6275,2667,David,50.0,Female,user1272@gmail.com,+234809318763,404993.47896967723,15,2032-03-07,Gold,Poor
6283,1546,Alice,30.0,Male,user3177@gmail.com,+234808612718,50000.0,7,2032-03-15,Bronze,Poor
6286,3083,Grace,25.0,Male,user3000@gmail.com,+234807763204,100000.0,14,2032-03-18,Gold,Bad
6291,3642,Grace,50.0,Male,user1292@gmail.com,+234801496830,150000.0,0,2032-03-23,Bronze,Bad
6292,2600,Eve,22.0,Female,user906@gmail.com,+234807752944,70000.0,10,2032-03-24,Gold,Bad
6302,6009,David,35.0,Male,user4808@gmail.com,+234809347323,30000.0,14,2032-04-03,Silver,Poor
6303,3113,Grace,18.0,Male,user656@gmail.com,Invalid,100000.0,19,2032-04-04,Platinum,Average
6306,8979,Alice,40.0,Female,user4283@gmail.com,+234801603061,1000000.0,12,2032-04-07,Bronze,Excellent
6307,2582,David,18.0,Female,user3421@gmail.com,+234803711380,150000.0,2,2032-04-08,Platinum,Poor
6309,5917,Eve,30.0,Female,user4413@gmail.com,+234801177133,150000.0,3,2032-04-10,Bronze,Average
6316,7622,Eve,40.0,Female,user3797@gmail.com,+234805781143,150000.0,11,2032-04-17,Bronze,Bad
6322,5271,Grace,30.0,Female,user3010@gmail.com,+234809328116,1000000.0,16,2032-04-23,Platinum,Poor
6325,9032,Hannah,50.0,Male,user1462@gmail.com,+234801402892,70000.0,17,2032-04-26,Silver,Average
6333,8823,David,30.0,Male,user2280@gmail.com,Invalid,70000.0,13,2032-05-04,Platinum,Bad
6337,6510,Hannah,60.0,Female,user3424@gmail.com,+234804100551,150000.0,18,2032-05-08,VIP,Average
6354,4932,David,30.0,Female,user2035@gmail.com,Invalid,50000.0,12,2032-05-25,Silver,Poor
6359,1074,Bob,22.0,Female,user1643@gmail.com,+234806018165,1000000.0,2,2032-05-30,Silver,Excellent
6362,3149,Frank,22.0,Female,user4579@gmail.com,+234806077103,70000.0,12,2032-06-02,Silver,Good
6367,4936,Charlie,60.0,Male,user3168@gmail.com,+234807456529,404993.47896967723,15,2032-06-07,Platinum,Poor
6378,3161,Grace,30.0,Male,user4870@gmail.com,+234805339551,1000000.0,7,2032-06-18,Silver,Good
6383,5675,Charlie,35.0,Male,user4581@gmail.com,+234801104265,30000.0,8,2032-06-23,Platinum,Average
6384,2560,David,50.0,Male,user3458@gmail.com,+234808835254,50000.0,17,2032-06-24,Platinum,Average
6388,1470,Charlie,30.0,Female,user470@gmail.com,+234809522504,150000.0,9,2032-06-28,Silver,Bad
6390,8925,Frank,50.0,Female,user2343@gmail.com,+234801622149,30000.0,15,2032-06-30,Platinum,Poor
6392,9363,Grace,30.0,Female,user1118@gmail.com,Invalid,1000000.0,12,2032-07-02,Platinum,Bad
6393,7719,Charlie,18.0,Female,user2061@gmail.com,+234804974161,1000000.0,1,2032-07-03,Platinum,Good
6396,2645,David,60.0,Male,user3263@gmail.com,+234806622719,1000000.0,18,2032-07-06,Silver,Poor
6400,1767,Hannah,30.0,Female,user4538@gmail.com,+234809842417,30000.0,15,2032-07-10,Platinum,Excellent
6405,2790,Eve,18.0,Female,user3604@gmail.com,+234806243832,404993.47896967723,2,2032-07-15,Gold,Average
6417,8129,Grace,22.0,Male,user1688@gmail.com,Invalid,50000.0,0,2032-07-27,Platinum,Average
6426,3013,Bob,30.0,Male,user2509@gmail.com,Invalid,150000.0,6,2032-08-05,VIP,Average
6430,3428,Eve,40.0,Female,user4945@gmail.com,+234804009805,1000000.0,16,2032-08-09,VIP,Good
6431,5987,Bob,30.0,Female,user4478@gmail.com,+234806310308,50000.0,1,2032-08-10,Platinum,Average
6432,9733,Frank,60.0,Male,user1176@gmail.com,+234803468594,50000.0,7,2032-08-11,Gold,Excellent
6436,5376,Hannah,40.0,Female,user2414@gmail.com,+234806655155,70000.0,17,2032-08-15,Silver,Average
6438,7986,Hannah,30.0,Male,user1882@gmail.com,+234804605984,70000.0,17,2032-08-17,Bronze,Bad
6441,7870,Hannah,25.0,Female,user3452@gmail.com,+234806321000,150000.0,1,2032-08-20,Silver,Average
6452,8776,Frank,22.0,Female,user1413@gmail.com,+234808319726,70000.0,10,2032-08-31,Gold,Poor
6453,9558,David,30.0,Female,user1361@gmail.com,+234809531366,150000.0,9,2032-09-01,Bronze,Poor
6456,4935,Charlie,35.0,Male,user4190@gmail.com,+234801306844,150000.0,13,2032-09-04,Bronze,Poor
6470,4737,Grace,50.0,Male,user4999@gmail.com,+234802021477,70000.0,7,2032-09-18,Silver,Poor
6477,2946,Hannah,18.0,Female,user3674@gmail.com,+234806099942,50000.0,1,2032-09-25,Platinum,Average
6485,5869,Alice,30.0,Female,user1436@gmail.com,+234809170840,150000.0,14,2032-10-03,Gold,Bad
6486,2561,Bob,50.0,Female,user2337@gmail.com,+234809903348,404993.47896967723,13,2032-10-04,Bronze,Good
6493,1600,Bob,35.0,Female,user2360@gmail.com,+234807358470,50000.0,18,2032-10-11,Gold,Good
6494,7376,Bob,25.0,Female,user2830@gmail.com,+234809705312,100000.0,6,2032-10-12,Gold,Excellent
6495,2524,Grace,40.0,Male,user4712@gmail.com,+234803901768,1000000.0,0,2032-10-13,VIP,Good
6500,8064,Frank,50.0,Female,user3263@gmail.com,+234807968407,150000.0,6,2032-10-18,Bronze,Average
6503,6153,Alice,30.0,Male,user2369@gmail.com,+234803711012,50000.0,11,2032-10-21,Gold,Good
6510,3370,David,60.0,Male,user2695@gmail.com,+234802973152,30000.0,4,2032-10-28,Bronze,Bad
6523,3076,Eve,30.0,Male,user3956@gmail.com,+234801879776,70000.0,5,2032-11-10,Silver,Good
6527,6249,Eve,30.0,Female,user2187@gmail.com,Invalid,70000.0,8,2032-11-14,Gold,Good
6530,4170,Charlie,40.0,Female,user2637@gmail.com,+234802971706,50000.0,1,2032-11-17,Platinum,Good
6534,3024,Hannah,30.0,Male,user3948@gmail.com,+234806283058,150000.0,15,2032-11-21,Platinum,Bad
6537,6791,Grace,60.0,Female,user4479@gmail.com,+234808513555,150000.0,13,2032-11-24,Gold,Poor
6544,8961,Eve,30.0,Female,user4305@gmail.com,+234802295070,70000.0,11,2032-12-01,VIP,Bad
6548,2416,Bob,18.0,Female,user2194@gmail.com,+234809090938,1000000.0,5,2032-12-05,VIP,Average
6549,8766,Bob,60.0,Female,user4178@gmail.com,+234806315836,100000.0,14,2032-12-06,Gold,Excellent
6553,5474,Frank,30.0,Female,user961@gmail.com,+234805457287,150000.0,0,2032-12-10,Bronze,Average
6556,9547,Hannah,18.0,Male,user4781@gmail.com,+234805688330,100000.0,4,2032-12-13,Silver,Average
6558,2040,David,30.0,Male,user2510@gmail.com,+234807086208,150000.0,3,2032-12-15,VIP,Excellent
6567,3773,Bob,25.0,Male,user3132@gmail.com,+234802682698,1000000.0,0,2032-12-24,Platinum,Average
6574,9802,Alice,25.0,Female,user722@gmail.com,+234801905915,150000.0,6,2032-12-31,VIP,Poor
6576,4998,Hannah,22.0,Male,user2214@gmail.com,+234801641442,70000.0,5,2033-01-02,VIP,Excellent
6585,2400,Bob,50.0,Male,user3626@gmail.com,+234801818151,150000.0,17,2033-01-11,Gold,Excellent
6589,8169,Charlie,18.0,Female,user3916@gmail.com,+234805511307,404993.47896967723,18,2033-01-15,Gold,Bad
6591,5196,Alice,35.0,Male,user4181@gmail.com,+234809001866,70000.0,5,2033-01-17,Silver,Excellent
6593,1940,Bob,60.0,Male,user1646@gmail.com,Invalid,70000.0,17,2033-01-19,Gold,Good
6594,1340,Bob,30.0,Male,user2962@gmail.com,+234808535486,100000.0,6,2033-01-20,VIP,Excellent
6595,8422,David,18.0,Male,user3285@gmail.com,+234805726802,404993.47896967723,3,2033-01-21,Bronze,Average
6599,3975,Charlie,40.0,Male,user2166@gmail.com,+234808643686,404993.47896967723,12,2033-01-25,Silver,Excellent
6603,1818,Charlie,40.0,Male,user3621@gmail.com,+234806096460,1000000.0,13,2033-01-29,VIP,Bad
6606,8727,David,50.0,Female,user4948@gmail.com,+234802966469,70000.0,7,2033-02-01,Bronze,Poor
6609,3418,Grace,18.0,Male,user3312@gmail.com,+234807547224,70000.0,15,2033-02-04,Platinum,Average
6616,3868,Alice,30.0,Female,user966@gmail.com,+234808324464,70000.0,18,2033-02-11,Gold,Excellent
6617,2438,Charlie,22.0,Female,user4017@gmail.com,+234805790800,50000.0,18,2033-02-12,Silver,Good
6618,4543,Hannah,30.0,Female,user354@gmail.com,+234809841745,150000.0,14,2033-02-13,Bronze,Excellent
6619,2781,Charlie,50.0,Male,user4036@gmail.com,+234804829923,100000.0,17,2033-02-14,Gold,Excellent
6622,1211,Alice,18.0,Female,user242@gmail.com,+234807349286,30000.0,3,2033-02-17,Bronze,Average
6626,1331,Eve,18.0,Male,user4520@gmail.com,+234805656182,1000000.0,14,2033-02-21,Silver,Good
6629,9169,Eve,30.0,Female,user4691@gmail.com,+234804702086,150000.0,7,2033-02-24,Silver,Excellent
6632,1727,Hannah,30.0,Female,user2586@gmail.com,+234809376081,1000000.0,0,2033-02-27,Platinum,Excellent
6634,4243,Hannah,18.0,Male,user1408@gmail.com,+234802042039,404993.47896967723,16,2033-03-01,Silver,Good
6635,1648,Charlie,22.0,Male,user4919@gmail.com,+234809686398,70000.0,5,2033-03-02,Silver,Excellent
6643,4401,Bob,35.0,Male,user2135@gmail.com,+234806903161,150000.0,2,2033-03-10,Gold,Excellent
6644,8447,Frank,40.0,Female,user3422@gmail.com,+234802173716,50000.0,0,2033-03-11,VIP,Average
6647,4161,Hannah,60.0,Female,user144@gmail.com,+234803658094,150000.0,5,2033-03-14,Platinum,Poor
6651,7617,David,30.0,Female,user3674@gmail.com,+234808750603,70000.0,16,2033-03-18,VIP,Good
6652,6660,Eve,60.0,Female,user2860@gmail.com,+234803909688,150000.0,8,2033-03-19,Platinum,Good
6654,2176,Alice,40.0,Male,user2040@gmail.com,+234805425375,1000000.0,19,2033-03-21,Platinum,Poor
6660,8860,David,30.0,Male,user848@gmail.com,+234809547535,70000.0,8,2033-03-27,Gold,Average
6667,8910,Bob,40.0,Male,user999@gmail.com,+234809199816,100000.0,2,2033-04-03,Platinum,Average
6671,8799,Grace,30.0,Male,user3291@gmail.com,+234805406737,1000000.0,5,2033-04-07,Gold,Bad
6679,8385,Alice,40.0,Female,user4171@gmail.com,+234804470943,150000.0,16,2033-04-15,Platinum,Poor
6681,5317,David,30.0,Male,user3195@gmail.com,+234807545223,50000.0,4,2033-04-17,Platinum,Good
6691,6402,Frank,40.0,Male,user3692@gmail.com,+234804535276,70000.0,6,2033-04-27,Platinum,Excellent
6707,8482,Grace,30.0,Female,user3346@gmail.com,+234801439814,70000.0,14,2033-05-13,VIP,Excellent
6710,3665,Charlie,50.0,Male,user690@gmail.com,+234806052294,30000.0,5,2033-05-16,Gold,Bad
6711,4513,Hannah,18.0,Male,user4977@gmail.com,+234805980914,150000.0,12,2033-05-17,Gold,Excellent
6714,3072,Charlie,60.0,Male,user4928@gmail.com,+234804199398,50000.0,16,2033-05-20,Gold,Average
6725,6021,David,50.0,Male,user1019@gmail.com,+234807428883,100000.0,7,2033-05-31,Gold,Poor
